text1,text2,prefix,sub10,lcs,inverted,heap,label
two children in hats play in an open  rocky field ,the children are at home eating lunch ,1,0,10,1,8,0
two children in hats play in an open  rocky field ,the children are playing in a rocky field ,1,0,13,5,18,1
a woman wearing a green and pink dress is dancing with someone wearing a blue top with white pants ,the woman in green and pink is dancing ,0,0,16,6,17,1
a woman wearing a green and pink dress is dancing with someone wearing a blue top with white pants ,the dancing woman is alone in her bedroom ,0,0,10,3,14,0
man in gold pants looking at the camera ,man looking at the camera ,4,0,23,5,16,1
man in gold pants looking at the camera ,man is walking away to the hall ,5,0,6,2,6,0
a man in a gold skirt sits in front of the computer ,a man in a gold skirt sitting at his computer watching the computer screen ,25,1,25,9,17,1
a man in a gold skirt sits in front of the computer ,a man in blue pants sitting and watching the television ,9,0,9,6,8,0
man wearing black t shirt sitting at a computer desk ,the man is working on the computer,0,0,9,2,11,1
man wearing black t shirt sitting at a computer desk ,the man called off work and was at the zoo all day,0,0,4,2,5,0
a bearded man in a black t shirt sits in front of a desk holding a computer ,a man is standing in the rain ,2,0,6,7,7,0
a bearded man in a black t shirt sits in front of a desk holding a computer ,a man waiting with his computer ,2,0,10,6,12,1
a man in a gold foils skirt  sitting at a computer desk  looks at the camera with his hands raised to his face ,a man is looking at his webcam,7,0,7,8,9,1
a man in a gold foils skirt  sitting at a computer desk  looks at the camera with his hands raised to his face ,a man is sticking his tongue out,7,0,7,6,9,0
a young girl sitting at a table with a bowl on her head,a young girl has a bowl on her head,13,1,19,9,13,1
a young girl sitting at a table with a bowl on her head,a man is eating cereal in his car,2,0,5,3,3,0
a man dances with a fire baton at night ,the woman does a hula dance,0,0,6,2,2,0
a man dances with a fire baton at night ,the man is dancing,0,0,5,1,3,1
a doctor checks the stomach of a toddler ,the toddler is getting a checkup ,0,0,9,4,11,1
a doctor checks the stomach of a toddler ,the doctor is looking inside the toddler s mouth ,0,0,9,3,16,0
young blond woman putting her foot into a water fountain,a young blond woman is sitting down on a beach chair ,0,0,18,4,15,0
young blond woman putting her foot into a water fountain,a person is dipping her foot into water ,0,0,18,5,13,1
a young woman tries to stick her foot in a fountain ,the woman is riding a train ,0,0,7,3,7,0
a young woman tries to stick her foot in a fountain ,a woman is near a fountain ,2,0,12,4,14,1
a young woman tries to stick her foot in a fountain ,the woman has one foot in the air ,0,0,9,3,11,1
a woman in capri jeans crouches on the edge of a fountain with her left foot kicked out to touch the falling water ,a woman is walking in park,9,0,9,4,8,0
a woman in capri jeans crouches on the edge of a fountain with her left foot kicked out to touch the falling water ,a woman is like to touch the water in fountain,9,0,14,10,18,1
woman balancing on edge of fountain while sticking her toe in the water ,a woman stand on a fountain and dips her toes in ,0,0,10,5,16,1
woman balancing on edge of fountain while sticking her toe in the water ,a woman sits on the grassy ground ,0,0,6,3,10,0
a couple strolls arm and arm and hand in hand down a city sidewalk ,the couple is outdoors ,0,0,8,1,6,1
a couple strolls arm and arm and hand in hand down a city sidewalk ,the couple is having dinner at a restaurant ,0,0,8,3,8,0
a man stare at a passing couple while walking down the block ,a man stares at a passing couple ,11,1,21,6,16,1
a man stare at a passing couple while walking down the block ,the woman stares at a couple as they argue down the block ,0,0,16,7,15,0
a couple are holding hands behind their backs while walking down a street  and the man has his arm around her shoulder ,couple walking,0,0,10,2,13,1
a couple are holding hands behind their backs while walking down a street  and the man has his arm around her shoulder ,bear in zoo,0,0,2,0,0,0
a man and a woman are holding hands as they walk along a city sidewalk ,a married couple are fighting on the sidewalk ,4,0,10,5,12,0
a man and a woman are holding hands as they walk along a city sidewalk ,a man and a woman are holding hands ,36,1,36,9,17,1
a man in red stands with his child at the beach ,a man wearing blue sleeping with his child in his lap inside his home ,6,0,16,6,12,0
new sport is being played to show appreciation to the kids who can not walk ,people are playing a sport in honor of crippled people ,0,0,8,1,5,1
new sport is being played to show appreciation to the kids who can not walk ,people are playing football without gear ,0,0,5,0,0,0
two men in wheelchairs are reaching in the air for a basketball ,two people in wheelchairs are reaching in the air for a basketball ,4,0,57,11,29,1
two men in wheelchairs are reaching in the air for a basketball ,two women in wheelchairs are reaching in the air for a basketball ,4,0,60,11,29,0
three wheelchair basketball players wearing team uniforms are attempting to reach the descending basketball with other players in the background ,three wheelchair basketball players playing basketball in field ,36,1,36,7,30,1
three wheelchair basketball players wearing team uniforms are attempting to reach the descending basketball with other players in the background ,a peoples are taking coffee together at coffeshop ,0,0,6,1,3,0
four guys in wheelchairs on a basketball court two are trying to grab a basketball in midair ,four guys are playing cards ,10,1,10,3,11,0
four guys in wheelchairs on a basketball court two are trying to grab a basketball in midair ,four guys are playing basketball ,10,1,12,5,24,1
three dogs in different shades of brown and white biting and licking each other ,the dogs are fighting,2,0,7,1,4,0
three dogs in different shades of brown and white biting and licking each other ,there are three dogs,2,0,10,2,9,1
two dogs playfully bite a third dog  which has its tongue sticking out ,two dogs are sleeping while a third eats its food ,9,0,10,5,12,0
two dogs playfully bite a third dog  which has its tongue sticking out ,a pair of dogs tease a third with nibbles ,0,0,10,3,10,1
three small puppies bite and play together in the grass ,the puppies are sleeping in a basket ,2,0,9,3,12,0
three small puppies bite and play together in the grass ,three puppies are playing outside ,6,0,9,2,12,1
two dogs biting another dog in a field ,dogs attacking another dog,0,0,15,3,14,1
two dogs biting another dog in a field ,dog sitting in filed,0,0,5,2,5,0
tourists waiting at a train stop ,tourist walking around an art museum ,7,0,7,0,0,0
tourists waiting at a train stop ,a group of tourist waiting for a train at a train station ,0,0,14,4,14,1
a doctor in blue scrubs is performing an operation assisted by two men and a woman ,a old man was talking,2,0,4,2,2,1
a doctor in blue scrubs is performing an operation assisted by two men and a woman ,the boys were angry,0,0,3,0,0,0
a woman with a black jacket walks past an outdoor movie poster ,a woman walking outside ,9,0,9,3,7,1
a woman with a black jacket walks past an outdoor movie poster ,a woman is cleaning up ,8,0,8,3,7,0
a man in an elf hat holding a white umbrella is standing on the sidewalk with two other men ,a man stands ,6,0,6,3,5,1
a man in an elf hat holding a white umbrella is standing on the sidewalk with two other men ,my love s like a red  red wig ,0,0,3,2,2,0
indian lady and a guy in a blue suit dancing in the sunlight ,a woman eats a pickle ,0,0,3,2,2,0
indian lady and a guy in a blue suit dancing in the sunlight ,two people dancing outdoors ,0,0,9,1,7,1
two older men are talking ,two people are having a conversation ,4,0,5,2,6,1
two older men are talking ,a crowd is talking over each other ,0,0,9,1,7,0
a mountain biker jumping a slope outdoors in a forest area ,a biker is doing jumps by trees ,2,0,7,4,7,1
a mountain biker jumping a slope outdoors in a forest area ,they aren t on bikes ,0,0,6,0,0,0
a mountain biker jumping a slope outdoors in a forest area ,the biker is jumping into a hole ,0,0,9,5,13,1
a mountain biker jumping a slope outdoors in a forest area ,a person rides a bike outdoors ,2,0,11,4,10,1
a mountain biker jumping a slope outdoors in a forest area ,there s a biker,0,0,6,4,7,1
a mountain biker jumping a slope outdoors in a forest area ,they are avoiding trees ,0,0,4,0,0,1
a mountain biker jumping a slope outdoors in a forest area ,the mountain biker is going on a desert trail ,0,0,16,5,14,0
a mountain biker jumping a slope outdoors in a forest area ,the biker is trying to jump over a volcano ,0,0,7,4,7,0
a mountain biker jumping a slope outdoors in a forest area ,he s indoors,0,0,5,0,0,0
